Name,DexOrder,SpeciesTag,SpeciesName,SpeciesTitle,AnatomyConcept,Diet,SocialBehavior,Temperament,HabitatBiomeTag,ActivityCycleTag,PrimaryElement,ElementalAffinities,Role,BaseMaxHealth,BaseAttackPower,BaseDefensePower,BaseStamina,BaseWalkSpeed,BaseRunSpeed,CaptureDifficultyModifier,WorkSuitabilityLevels,WorkSuitabilityTags,PassiveTraitTags,ActiveSkillTags,ActiveSkillElementTags,ActiveSkillCooldowns,ActiveSkillDamageMultipliers,ActiveSkillTelegraphs,PartnerSkillTag,MountedWeaponTag,DropItemTags,DropItemQuantities,ParentSpeciesA,ParentSpeciesB
MasterEcho_064_Astraheron,64,Echo.Astraheron,Astraheron,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around astraheron ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Nocturnal,Volt,(Volt),Exploration,919.6,36.1,27.9,158.0,193.0,318.4,1.08,"(0,0,3,0,0,0,3,0,0,0,0,0)","(Work.Farming,Work.Crafting)","(Trait.Sturdy,Trait.Alert)","(Skill.Astraheron.Signature,Skill.Astraheron.Utility,Skill.Astraheron.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(4.0,5.8,13.5)","(0.88,1.17,1.81)","(0.2,0.55,0.9)",Partner.Astraheron,MountWeapon.Astraheron,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(2,6,1)",,
MasterEcho_065_Voltwing,65,Echo.Voltwing,Voltwing,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around voltwing ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Diurnal,Volt,"(Volt,Geo)",Exploration,932.8,36.3,28.0,158.6,206.0,339.9,1.08,"(0,0,0,0,0,4,0,4,0,0,0,0)","(Work.Cooling,Work.Transport)","(Trait.Sturdy,Trait.Alert)","(Skill.Voltwing.Signature,Skill.Voltwing.Utility,Skill.Voltwing.Ultimate)","(Element.Volt,Element.Geo,Element.Volt)","(2.0,6.6,15.0)","(0.88,1.17,1.81)","(0.25,0.65,1.05)",Partner.Voltwing,MountWeapon.Voltwing,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(3,2,2)",,
MasterEcho_066_Cinderkite,66,Echo.Cinderkite,Cinderkite,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around cinderkite ecological silhouette; not a palette variant.,Omnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Crepscular,Volt,(Volt),Exploration,946.1,36.5,28.1,159.2,219.0,361.3,1.08,"(0,0,0,0,0,0,0,0,1,0,0,0)",(Work.Generator),"(Trait.Sturdy,Trait.Alert)","(Skill.Cinderkite.Signature,Skill.Cinderkite.Utility,Skill.Cinderkite.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(2.5,7.4,16.5)","(0.88,1.18,1.82)","(0.3,0.45,1.2)",Partner.Cinderkite,MountWeapon.Cinderkite,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(1,3,1)",,
MasterEcho_067_Skydrake,67,Echo.Skydrake,Skydrake,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around skydrake ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Diurnal,Volt,(Volt),Exploration,959.5,36.6,28.3,159.8,232.0,382.8,1.08,"(0,0,0,0,0,0,0,0,0,2,0,2)","(Work.Medicine,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Skydrake.Signature,Skill.Skydrake.Utility,Skill.Skydrake.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(3.0,8.2,18.0)","(0.88,1.18,1.82)","(0.35,0.55,1.35)",Partner.Skydrake,MountWeapon.Skydrake,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(2,4,2)",,
MasterEcho_068_Moonsoar,68,Echo.Moonsoar,Moonsoar,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around moonsoar ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Nocturnal,Volt,(Volt),Exploration,973.0,36.8,28.4,160.4,245.0,404.2,1.08,"(0,0,3,0,0,0,0,0,0,0,3,0)","(Work.Farming,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Moonsoar.Signature,Skill.Moonsoar.Utility,Skill.Moonsoar.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(3.5,9.0,19.5)","(0.88,1.18,1.82)","(0.2,0.65,0.9)",Partner.Moonsoar,MountWeapon.Moonsoar,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(3,5,1)",,
MasterEcho_069_Galegryph,69,Echo.Galegryph,Galegryph,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around galegryph ecological silhouette; not a palette variant.,Omnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Diurnal,Volt,(Volt),Exploration,986.7,36.9,28.6,161.0,258.0,425.7,1.09,"(0,0,0,0,0,4,0,0,0,0,0,4)","(Work.Cooling,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Galegryph.Signature,Skill.Galegryph.Utility,Skill.Galegryph.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(4.0,9.8,21.0)","(0.89,1.18,1.83)","(0.25,0.45,1.05)",Partner.Galegryph,MountWeapon.Galegryph,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(1,6,2)",,
MasterEcho_070_Dawnroc,70,Echo.Dawnroc,Dawnroc,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around dawnroc ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Crepscular,Volt,"(Volt,Neutral)",Exploration,1000.4,37.1,28.7,161.6,271.0,447.1,1.09,"(1,0,0,0,0,0,0,0,1,0,0,0)","(Work.Mining,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Dawnroc.Signature,Skill.Dawnroc.Utility,Skill.Dawnroc.Ultimate)","(Element.Volt,Element.Neutral,Element.Volt)","(2.0,5.0,22.5)","(0.89,1.19,1.83)","(0.3,0.55,1.2)",Partner.Dawnroc,MountWeapon.Dawnroc,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(2,2,1)",,
MasterEcho_071_Leviathan,71,Echo.Leviathan,Leviathan,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around leviathan ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,(Torrent),BaseUtility,1014.3,37.3,28.8,162.2,284.0,411.8,1.09,"(3,0,3,1,0,0,0,1,0,0,0,1)","(Work.Mining,Work.Farming,Work.Kindling,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Leviathan.Signature,Skill.Leviathan.Utility,Skill.Leviathan.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(2.5,5.8,24.0)","(0.89,1.19,1.83)","(0.35,0.65,1.35)",Partner.Leviathan,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(3,3,2)",,
MasterEcho_072_Aquavine,72,Echo.Aquavine,Aquavine,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around aquavine ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Nocturnal,Torrent,(Torrent),BaseUtility,1028.3,37.4,29.0,162.8,180.0,261.0,1.09,"(0,0,0,4,0,0,0,1,0,0,0,1)","(Work.Kindling,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Aquavine.Signature,Skill.Aquavine.Utility,Skill.Aquavine.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(3.0,6.6,12.0)","(0.89,1.19,1.84)","(0.2,0.45,0.9)",Partner.Aquavine,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(1,4,1)",,
MasterEcho_073_Torrentail,73,Echo.Torrentail,Torrentail,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around torrentail ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,(Torrent),BaseUtility,1042.4,37.6,29.1,163.4,193.0,279.8,1.09,"(0,0,0,1,1,0,1,1,0,0,0,1)","(Work.Kindling,Work.Building,Work.Crafting,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Torrentail.Signature,Skill.Torrentail.Utility,Skill.Torrentail.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(3.5,7.4,13.5)","(0.89,1.19,1.84)","(0.25,0.55,1.05)",Partner.Torrentail,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(2,5,2)",,
MasterEcho_074_Depthmaw,74,Echo.Depthmaw,Depthmaw,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around depthmaw ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Crepscular,Torrent,(Torrent),BaseUtility,1056.6,37.7,29.3,164.0,206.0,298.7,1.1,"(0,0,0,1,0,2,0,1,0,2,0,1)","(Work.Kindling,Work.Cooling,Work.Transport,Work.Medicine,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Depthmaw.Signature,Skill.Depthmaw.Utility,Skill.Depthmaw.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(4.0,8.2,15.0)","(0.9,1.2,1.84)","(0.3,0.65,1.2)",Partner.Depthmaw,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(3,6,1)",,
MasterEcho_075_Frostfin,75,Echo.Frostfin,Frostfin,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around frostfin ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,"(Torrent,Abyssal)",BaseUtility,1071.0,37.9,29.4,164.6,219.0,317.6,1.1,"(3,0,0,1,0,0,3,1,0,0,0,1)","(Work.Mining,Work.Kindling,Work.Crafting,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Frostfin.Signature,Skill.Frostfin.Utility,Skill.Frostfin.Ultimate)","(Element.Torrent,Element.Abyssal,Element.Torrent)","(2.0,9.0,16.5)","(0.9,1.2,1.85)","(0.35,0.45,1.35)",Partner.Frostfin,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(1,2,2)",,
MasterEcho_076_Shockeel,76,Echo.Shockeel,Shockeel,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around shockeel ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Nocturnal,Torrent,(Torrent),BaseUtility,1085.4,38.1,29.6,165.2,232.0,336.4,1.1,"(0,0,0,4,0,0,0,4,0,0,0,1)","(Work.Kindling,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Shockeel.Signature,Skill.Shockeel.Utility,Skill.Shockeel.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(2.5,9.8,18.0)","(0.9,1.2,1.85)","(0.2,0.55,0.9)",Partner.Shockeel,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(2,3,1)",,
MasterEcho_077_Mudcroc,77,Echo.Mudcroc,Mudcroc,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around mudcroc ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,(Torrent),BaseUtility,1100.0,38.2,29.7,165.8,245.0,355.2,1.1,"(0,0,0,1,0,0,1,1,1,0,0,1)","(Work.Kindling,Work.Crafting,Work.Transport,Work.Generator,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Mudcroc.Signature,Skill.Mudcroc.Utility,Skill.Mudcroc.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(3.0,5.0,19.5)","(0.9,1.2,1.85)","(0.25,0.65,1.05)",Partner.Mudcroc,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(3,4,2)",,
MasterEcho_078_Coralclad,78,Echo.Coralclad,Coralclad,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around coralclad ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Crepscular,Torrent,(Torrent),BaseUtility,1114.7,38.4,29.8,166.4,258.0,374.1,1.1,"(0,0,0,1,0,0,0,1,0,2,0,1)","(Work.Kindling,Work.Transport,Work.Medicine,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Coralclad.Signature,Skill.Coralclad.Utility,Skill.Coralclad.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(3.5,5.8,21.0)","(0.9,1.21,1.86)","(0.3,0.45,1.2)",Partner.Coralclad,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(1,5,1)",,
MasterEcho_079_Toxictoad,79,Echo.Toxictoad,Toxictoad,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around toxictoad ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,(Torrent),BaseUtility,1129.5,38.5,30.0,167.0,271.0,392.9,1.11,"(3,0,0,1,0,0,0,1,0,0,3,1)","(Work.Mining,Work.Kindling,Work.Transport,Work.Watering,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Toxictoad.Signature,Skill.Toxictoad.Utility,Skill.Toxictoad.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(4.0,6.6,22.5)","(0.91,1.21,1.86)","(0.35,0.55,1.35)",Partner.Toxictoad,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(2,6,2)",,
MasterEcho_080_Geyserspout,80,Echo.Geyserspout,Geyserspout,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around geyserspout ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Nocturnal,Torrent,"(Torrent,Geo)",BaseUtility,1144.4,38.7,30.1,167.6,284.0,411.8,1.11,"(0,0,0,4,0,0,0,1,0,0,0,4)","(Work.Kindling,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Geyserspout.Signature,Skill.Geyserspout.Utility,Skill.Geyserspout.Ultimate)","(Element.Torrent,Element.Geo,Element.Torrent)","(2.0,7.4,24.0)","(0.91,1.21,1.87)","(0.2,0.65,0.9)",Partner.Geyserspout,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(3,2,1)",,
MasterEcho_081_Abyssalray,81,Echo.Abyssalray,Abyssalray,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around abyssalray ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,(Torrent),BaseUtility,1159.5,38.9,30.3,168.2,180.0,261.0,1.11,"(1,0,0,1,0,0,1,1,0,0,0,1)","(Work.Mining,Work.Kindling,Work.Crafting,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Abyssalray.Signature,Skill.Abyssalray.Utility,Skill.Abyssalray.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(2.5,8.2,12.0)","(0.91,1.21,1.87)","(0.25,0.45,1.05)",Partner.Abyssalray,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(1,3,2)",,
MasterEcho_082_Riverotter,82,Echo.Riverotter,Riverotter,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around riverotter ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Crepscular,Torrent,(Torrent),BaseUtility,1174.6,39.0,30.4,168.8,193.0,279.8,1.11,"(0,2,0,1,0,0,0,1,0,2,0,1)","(Work.Gathering,Work.Kindling,Work.Transport,Work.Medicine,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Riverotter.Signature,Skill.Riverotter.Utility,Skill.Riverotter.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(3.0,9.0,13.5)","(0.91,1.22,1.87)","(0.3,0.55,1.2)",Partner.Riverotter,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(2,4,1)",,
MasterEcho_083_Tsunamishark,83,Echo.Tsunamishark,Tsunamishark,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around tsunamishark ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,(Torrent),BaseUtility,1189.9,39.2,30.5,169.4,206.0,298.7,1.11,"(3,0,3,1,0,0,0,1,0,0,0,1)","(Work.Mining,Work.Farming,Work.Kindling,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Tsunamishark.Signature,Skill.Tsunamishark.Utility,Skill.Tsunamishark.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(3.5,9.8,15.0)","(0.91,1.22,1.88)","(0.35,0.65,1.35)",Partner.Tsunamishark,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(3,5,2)",,
MasterEcho_084_Sporefrog,84,Echo.Sporefrog,Sporefrog,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around sporefrog ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Nocturnal,Torrent,(Torrent),BaseUtility,1205.3,39.3,30.7,170.1,219.0,317.6,1.12,"(0,0,0,4,0,0,0,1,0,0,0,1)","(Work.Kindling,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Sporefrog.Signature,Skill.Sporefrog.Utility,Skill.Sporefrog.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(4.0,5.0,16.5)","(0.92,1.22,1.88)","(0.2,0.45,0.9)",Partner.Sporefrog,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(1,6,1)",,
MasterEcho_085_Glaciertoad,85,Echo.Glaciertoad,Glaciertoad,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around glaciertoad ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,"(Torrent,Neutral)",BaseUtility,1220.8,39.5,30.8,170.7,232.0,336.4,1.12,"(0,0,0,1,1,0,1,1,0,0,0,1)","(Work.Kindling,Work.Building,Work.Crafting,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Glaciertoad.Signature,Skill.Glaciertoad.Utility,Skill.Glaciertoad.Ultimate)","(Element.Torrent,Element.Neutral,Element.Torrent)","(2.0,5.8,18.0)","(0.92,1.22,1.88)","(0.25,0.55,1.05)",Partner.Glaciertoad,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(2,2,2)",,
MasterEcho_086_Reefstalker,86,Echo.Reefstalker,Reefstalker,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around reefstalker ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Crepscular,Torrent,(Torrent),BaseUtility,1236.4,39.7,31.0,171.3,245.0,355.2,1.12,"(0,0,0,1,0,2,0,1,0,2,0,1)","(Work.Kindling,Work.Cooling,Work.Transport,Work.Medicine,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Reefstalker.Signature,Skill.Reefstalker.Utility,Skill.Reefstalker.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(2.5,6.6,19.5)","(0.92,1.23,1.89)","(0.3,0.65,1.2)",Partner.Reefstalker,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(3,3,1)",,
MasterEcho_087_Brineback,87,Echo.Brineback,Brineback,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around brineback ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,(Torrent),BaseUtility,1252.2,39.8,31.1,171.9,258.0,374.1,1.12,"(3,0,0,1,0,0,3,1,0,0,0,1)","(Work.Mining,Work.Kindling,Work.Crafting,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Brineback.Signature,Skill.Brineback.Utility,Skill.Brineback.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(3.0,7.4,21.0)","(0.92,1.23,1.89)","(0.35,0.45,1.35)",Partner.Brineback,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(1,4,2)",,
MasterEcho_088_Kelpdrifter,88,Echo.Kelpdrifter,Kelpdrifter,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around kelpdrifter ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Nocturnal,Torrent,(Torrent),BaseUtility,1268.0,40.0,31.2,172.5,271.0,392.9,1.12,"(0,0,0,4,0,0,0,4,0,0,0,1)","(Work.Kindling,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Kelpdrifter.Signature,Skill.Kelpdrifter.Utility,Skill.Kelpdrifter.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(3.5,8.2,22.5)","(0.92,1.23,1.89)","(0.2,0.55,0.9)",Partner.Kelpdrifter,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(2,5,1)",,
MasterEcho_089_Miregator,89,Echo.Miregator,Miregator,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around miregator ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,(Torrent),BaseUtility,1284.0,40.2,31.4,173.1,284.0,411.8,1.13,"(0,0,0,1,0,0,1,1,1,0,0,1)","(Work.Kindling,Work.Crafting,Work.Transport,Work.Generator,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Miregator.Signature,Skill.Miregator.Utility,Skill.Miregator.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(4.0,9.0,24.0)","(0.93,1.23,1.9)","(0.25,0.65,1.05)",Partner.Miregator,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(3,6,2)",,
MasterEcho_090_Tidecrawler,90,Echo.Tidecrawler,Tidecrawler,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around tidecrawler ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Crepscular,Torrent,"(Torrent,Glacial)",BaseUtility,1300.1,40.3,31.5,173.7,180.0,261.0,1.13,"(0,0,0,1,0,0,0,1,0,2,0,1)","(Work.Kindling,Work.Transport,Work.Medicine,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Tidecrawler.Signature,Skill.Tidecrawler.Utility,Skill.Tidecrawler.Ultimate)","(Element.Torrent,Element.Glacial,Element.Torrent)","(2.0,9.8,12.0)","(0.93,1.23,1.9)","(0.3,0.45,1.2)",Partner.Tidecrawler,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(1,2,1)",,
MasterEcho_091_Siltwhale,91,Echo.Siltwhale,Siltwhale,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around siltwhale ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,(Torrent),BaseUtility,1316.3,40.5,31.7,174.3,193.0,279.8,1.13,"(3,0,0,1,0,0,0,1,0,0,3,1)","(Work.Mining,Work.Kindling,Work.Transport,Work.Watering,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Siltwhale.Signature,Skill.Siltwhale.Utility,Skill.Siltwhale.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(2.5,5.0,13.5)","(0.93,1.24,1.91)","(0.35,0.55,1.35)",Partner.Siltwhale,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(2,3,2)",,
MasterEcho_092_Moonjelly,92,Echo.Moonjelly,Moonjelly,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around moonjelly ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Nocturnal,Torrent,(Torrent),BaseUtility,1332.6,40.6,31.8,174.9,206.0,298.7,1.13,"(0,0,0,4,0,0,0,1,0,0,0,4)","(Work.Kindling,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Moonjelly.Signature,Skill.Moonjelly.Utility,Skill.Moonjelly.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(3.0,5.8,15.0)","(0.93,1.24,1.91)","(0.2,0.65,0.9)",Partner.Moonjelly,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(3,4,1)",,
MasterEcho_093_Stormray,93,Echo.Stormray,Stormray,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around stormray ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Diurnal,Torrent,(Torrent),BaseUtility,1349.0,40.8,31.9,175.5,219.0,317.6,1.13,"(1,0,0,1,0,0,1,1,0,0,0,1)","(Work.Mining,Work.Kindling,Work.Crafting,Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Stormray.Signature,Skill.Stormray.Utility,Skill.Stormray.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(3.5,6.6,16.5)","(0.93,1.24,1.91)","(0.25,0.45,1.05)",Partner.Stormray,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(1,5,2)",,
MasterEcho_094_Pearlmaw,94,Echo.Pearlmaw,Pearlmaw,AquaticLeviathans SchoolingOmnivore,Original aquaticleviathans anatomy built around pearlmaw ecological silhouette; not a palette variant.,Herbivore,SchoolingOmnivore,Docile,Biome.SylvanRainforest,Activity.Crepscular,Torrent,(Torrent),BaseUtility,1365.6,41.0,32.1,176.1,232.0,336.4,1.14,"(0,2,0,1,0,0,0,1,0,2,0,1)","(Work.Gathering,Work.Kindling,Work.Transport,Work.Medicine,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Pearlmaw.Signature,Skill.Pearlmaw.Utility,Skill.Pearlmaw.Ultimate)","(Element.Torrent,Element.Torrent,Element.Torrent)","(4.0,7.4,18.0)","(0.94,1.24,1.92)","(0.3,0.55,1.2)",Partner.Pearlmaw,,"(Item.Meat,Item.Fiber,Item.TorrentOrgan)","(2,6,1)",,
